lag,r,n_pairs,ci95,significant,interpretation,mode,quantity,unit,lead_days
1,0.031935977203980594,153,0.15845660835707087,False,model lags obs by 1 d,strict3x3,pn,SW,0
2,-0.12144249585031937,151,0.15950253791914726,False,model lags obs by 2 d,strict3x3,pn,SW,0
3,0.03417091607426272,126,0.1746106780494506,False,model lags obs by 3 d,strict3x3,pn,SW,0
4,0.059576671685292425,146,0.16221075416606412,False,model lags obs by 4 d,strict3x3,pn,SW,0
5,-0.022398203181208706,153,0.15845660835707087,False,model lags obs by 5 d,strict3x3,pn,SW,0
6,-0.11620113411228619,151,0.15950253791914726,False,model lags obs by 6 d,strict3x3,pn,SW,0
7,0.10802717358377818,158,0.15592922769844308,False,model lags obs by 7 d,strict3x3,pn,SW,0
8,-0.30772690998610197,154,0.15794130094897454,True,model lags obs by 8 d,strict3x3,pn,SW,0
9,0.12043153621019796,149,0.16056945642173193,False,model lags obs by 9 d,strict3x3,pn,SW,0
10,-0.4606780243620132,121,0.1781818181818182,True,model lags obs by 10 d,strict3x3,pn,SW,0
11,-0.1455173478268951,151,0.15950253791914726,False,model lags obs by 11 d,strict3x3,pn,SW,0
12,-0.24438640263399317,154,0.15794130094897454,True,model lags obs by 12 d,strict3x3,pn,SW,0
13,-0.019199153476222,159,0.15543811080075626,False,model lags obs by 13 d,strict3x3,pn,SW,0
14,-0.12723846380996076,153,0.15845660835707087,False,model lags obs by 14 d,strict3x3,pn,SW,0
15,-0.02641037292744174,155,0.15743098846488976,False,model lags obs by 15 d,strict3x3,pn,SW,0
16,-0.14630771103166332,150,0.1600333298618343,False,model lags obs by 16 d,strict3x3,pn,SW,0
17,-0.04140494881128497,126,0.1746106780494506,False,model lags obs by 17 d,strict3x3,pn,SW,0
18,0.056815045547847214,151,0.15950253791914726,False,model lags obs by 18 d,strict3x3,pn,SW,0
19,-0.2852848209497058,149,0.16056945642173193,True,model lags obs by 19 d,strict3x3,pn,SW,0
20,0.1809623541942834,157,0.15642502935565394,True,model lags obs by 20 d,strict3x3,pn,SW,0
21,-0.007531500890199505,155,0.15743098846488976,False,model lags obs by 21 d,strict3x3,pn,SW,0
22,0.10317003060230572,154,0.15794130094897454,False,model lags obs by 22 d,strict3x3,pn,SW,0
23,-0.03202413283808662,153,0.15845660835707087,False,model lags obs by 23 d,strict3x3,pn,SW,0
24,-0.32422102429459265,126,0.1746106780494506,True,model lags obs by 24 d,strict3x3,pn,SW,0
25,0.16909195368334387,147,0.1616580753730952,True,model lags obs by 25 d,strict3x3,pn,SW,0
26,0.20955599347346435,155,0.15743098846488976,True,model lags obs by 26 d,strict3x3,pn,SW,0
27,0.08385155959667033,158,0.15592922769844308,False,model lags obs by 27 d,strict3x3,pn,SW,0
28,0.08522015474417619,154,0.15794130094897454,False,model lags obs by 28 d,strict3x3,pn,SW,0
29,0.03031373872032868,159,0.15543811080075626,False,model lags obs by 29 d,strict3x3,pn,SW,0
30,0.0531900092743698,154,0.15794130094897454,False,model lags obs by 30 d,strict3x3,pn,SW,0
-30,0.04863937193297374,148,0.16111100755925015,False,model leads obs by 30 d,strict3x3,pn,SW,1
-29,-0.07275472355817499,152,0.1589769927081473,False,model leads obs by 29 d,strict3x3,pn,SW,1
-28,-0.035821633927928316,150,0.1600333298618343,False,model leads obs by 28 d,strict3x3,pn,SW,1
-27,-0.11801041446738975,151,0.15950253791914726,False,model leads obs by 27 d,strict3x3,pn,SW,1
-26,0.13482040176816243,150,0.1600333298618343,False,model leads obs by 26 d,strict3x3,pn,SW,1
-25,0.02583583138107219,150,0.1600333298618343,False,model leads obs by 25 d,strict3x3,pn,SW,1
-24,-0.14928236823353658,124,0.1760131959862394,False,model leads obs by 24 d,strict3x3,pn,SW,1
-23,-0.30755129618817245,150,0.1600333298618343,True,model leads obs by 23 d,strict3x3,pn,SW,1
-22,-0.20356204001139502,153,0.15845660835707087,True,model leads obs by 22 d,strict3x3,pn,SW,1
-21,-0.21069939289884393,147,0.1616580753730952,True,model leads obs by 21 d,strict3x3,pn,SW,1
-20,0.03593825146374884,158,0.15592922769844308,False,model leads obs by 20 d,strict3x3,pn,SW,1
-19,0.03227737080290145,151,0.15950253791914726,False,model leads obs by 19 d,strict3x3,pn,SW,1
-18,-0.1006443769097056,149,0.16056945642173193,False,model leads obs by 18 d,strict3x3,pn,SW,1
-17,-0.1249032289533882,126,0.1746106780494506,False,model leads obs by 17 d,strict3x3,pn,SW,1
-16,-0.04349149136834914,145,0.16276914051333033,False,model leads obs by 16 d,strict3x3,pn,SW,1
-15,-0.24385405646956873,154,0.15794130094897454,True,model leads obs by 15 d,strict3x3,pn,SW,1
-14,0.024864847788888672,151,0.15950253791914726,False,model leads obs by 14 d,strict3x3,pn,SW,1
-13,0.10885208015317398,159,0.15543811080075626,False,model leads obs by 13 d,strict3x3,pn,SW,1
-12,0.005607540120731331,154,0.15794130094897454,False,model leads obs by 12 d,strict3x3,pn,SW,1
-11,-0.11265629616003049,148,0.16111100755925015,False,model leads obs by 11 d,strict3x3,pn,SW,1
-10,0.1942973643512989,124,0.1760131959862394,True,model leads obs by 10 d,strict3x3,pn,SW,1
-9,0.029115842027196324,147,0.1616580753730952,False,model leads obs by 9 d,strict3x3,pn,SW,1
-8,0.08122687419576151,160,0.1549516053482506,False,model leads obs by 8 d,strict3x3,pn,SW,1
-7,0.1623557204428156,154,0.15794130094897454,True,model leads obs by 7 d,strict3x3,pn,SW,1
-6,0.011599719820591697,158,0.15592922769844308,False,model leads obs by 6 d,strict3x3,pn,SW,1
-5,0.03713032355545896,153,0.15845660835707087,False,model leads obs by 5 d,strict3x3,pn,SW,1
-4,0.13879696236407912,152,0.1589769927081473,False,model leads obs by 4 d,strict3x3,pn,SW,1
-3,-0.00034753930973982847,122,0.17745006224333632,False,model leads obs by 3 d,strict3x3,pn,SW,1
-2,-0.003566730760775012,149,0.16056945642173193,False,model leads obs by 2 d,strict3x3,pn,SW,1
-1,-0.04181779821742503,157,0.15642502935565394,False,model leads obs by 1 d,strict3x3,pn,SW,1
0,0.09893353736583284,153,0.15845660835707087,False,zero lag,strict3x3,pn,SW,1
1,-0.007964581040933264,159,0.15543811080075626,False,model lags obs by 1 d,strict3x3,pn,SW,1
2,0.03047750073939836,155,0.15743098846488976,False,model lags obs by 2 d,strict3x3,pn,SW,1
3,-0.026149763658435684,152,0.1589769927081473,False,model lags obs by 3 d,strict3x3,pn,SW,1
4,-0.09279770753347935,129,0.17256837763982227,False,model lags obs by 4 d,strict3x3,pn,SW,1
5,0.10938323317466217,149,0.16056945642173193,False,model lags obs by 5 d,strict3x3,pn,SW,1
6,-0.02088315016880409,157,0.15642502935565394,False,model lags obs by 6 d,strict3x3,pn,SW,1
7,-0.25514761384433865,153,0.15845660835707087,True,model lags obs by 7 d,strict3x3,pn,SW,1
8,0.12488478876460304,161,0.15446963962286372,False,model lags obs by 8 d,strict3x3,pn,SW,1
9,-0.1328564612701872,156,0.15692559072898538,False,model lags obs by 9 d,strict3x3,pn,SW,1
10,0.04678709689528286,151,0.15950253791914726,False,model lags obs by 10 d,strict3x3,pn,SW,1
11,-0.3611297391635931,124,0.1760131959862394,True,model lags obs by 11 d,strict3x3,pn,SW,1
12,-0.09528560432118593,153,0.15845660835707087,False,model lags obs by 12 d,strict3x3,pn,SW,1
13,-0.1777308132818068,156,0.15692559072898538,True,model lags obs by 13 d,strict3x3,pn,SW,1
14,-0.01883910833169966,161,0.15446963962286372,False,model lags obs by 14 d,strict3x3,pn,SW,1
15,-0.06676885081521644,157,0.15642502935565394,False,model lags obs by 15 d,strict3x3,pn,SW,1
16,0.0057854098525479515,155,0.15743098846488976,False,model lags obs by 16 d,strict3x3,pn,SW,1
17,-0.0551096463768601,152,0.1589769927081473,False,model lags obs by 17 d,strict3x3,pn,SW,1
18,-0.0731681143308727,130,0.17190337178417772,False,model lags obs by 18 d,strict3x3,pn,SW,1
19,-0.08611063388810297,153,0.15845660835707087,False,model lags obs by 19 d,strict3x3,pn,SW,1
20,-0.15027170221192926,154,0.15794130094897454,False,model lags obs by 20 d,strict3x3,pn,SW,1
21,0.16777725045670766,159,0.15543811080075626,True,model lags obs by 21 d,strict3x3,pn,SW,1
22,0.07420547894350303,159,0.15543811080075626,False,model lags obs by 22 d,strict3x3,pn,SW,1
23,0.03335994796040269,157,0.15642502935565394,False,model lags obs by 23 d,strict3x3,pn,SW,1
24,-0.030371905745597217,154,0.15794130094897454,False,model lags obs by 24 d,strict3x3,pn,SW,1
25,-0.2590348400805803,128,0.17324116139070414,True,model lags obs by 25 d,strict3x3,pn,SW,1
26,0.10323507790619506,150,0.1600333298618343,False,model lags obs by 26 d,strict3x3,pn,SW,1
27,0.13861766511081486,158,0.15592922769844308,False,model lags obs by 27 d,strict3x3,pn,SW,1
28,0.09186133381779397,160,0.1549516053482506,False,model lags obs by 28 d,strict3x3,pn,SW,1
29,0.10555504632528676,158,0.15592922769844308,False,model lags obs by 29 d,strict3x3,pn,SW,1
30,0.05517661130873049,160,0.1549516053482506,False,model lags obs by 30 d,strict3x3,pn,SW,1
-30,-0.017585689732497307,120,0.17892270211835426,False,model leads obs by 30 d,strict3x3,pn,SW,2
-29,-0.05868012143634526,148,0.16111100755925015,False,model leads obs by 29 d,strict3x3,pn,SW,2
-28,-0.11481047367600378,152,0.1589769927081473,False,model leads obs by 28 d,strict3x3,pn,SW,2
-27,-0.14554404235017296,150,0.1600333298618343,False,model leads obs by 27 d,strict3x3,pn,SW,2
-26,-0.159985926665354,151,0.15950253791914726,True,model leads obs by 26 d,strict3x3,pn,SW,2
-25,-0.04407471663886801,150,0.1600333298618343,False,model leads obs by 25 d,strict3x3,pn,SW,2
-24,-0.07321690641816891,150,0.1600333298618343,False,model leads obs by 24 d,strict3x3,pn,SW,2
-23,-0.2237269784628177,124,0.1760131959862394,True,model leads obs by 23 d,strict3x3,pn,SW,2
-22,-0.3772420405778914,150,0.1600333298618343,True,model leads obs by 22 d,strict3x3,pn,SW,2
-21,-0.3225349489565097,153,0.15845660835707087,True,model leads obs by 21 d,strict3x3,pn,SW,2
-20,-0.40233894975800333,147,0.1616580753730952,True,model leads obs by 20 d,strict3x3,pn,SW,2
-19,-0.1230268926727725,158,0.15592922769844308,False,model leads obs by 19 d,strict3x3,pn,SW,2
-18,-0.15101332508617843,151,0.15950253791914726,False,model leads obs by 18 d,strict3x3,pn,SW,2
-17,-0.2390428287209739,149,0.16056945642173193,True,model leads obs by 17 d,strict3x3,pn,SW,2
-16,-0.1681658458729213,126,0.1746106780494506,False,model leads obs by 16 d,strict3x3,pn,SW,2
-15,-0.1922831547766715,145,0.16276914051333033,True,model leads obs by 15 d,strict3x3,pn,SW,2
-14,-0.20864538206303745,154,0.15794130094897454,True,model leads obs by 14 d,strict3x3,pn,SW,2
-13,-0.09589665926109545,151,0.15950253791914726,False,model leads obs by 13 d,strict3x3,pn,SW,2
-12,-0.014324168915623655,159,0.15543811080075626,False,model leads obs by 12 d,strict3x3,pn,SW,2
-11,-0.13644851169314126,154,0.15794130094897454,False,model leads obs by 11 d,strict3x3,pn,SW,2
-10,-0.30944566810269336,148,0.16111100755925015,True,model leads obs by 10 d,strict3x3,pn,SW,2
-9,0.017905235183009637,124,0.1760131959862394,False,model leads obs by 9 d,strict3x3,pn,SW,2
-8,-0.12186849322800776,147,0.1616580753730952,False,model leads obs by 8 d,strict3x3,pn,SW,2
-7,-0.0013638945819030488,160,0.1549516053482506,False,model leads obs by 7 d,strict3x3,pn,SW,2
-6,0.018818592625709556,154,0.15794130094897454,False,model leads obs by 6 d,strict3x3,pn,SW,2
-5,-0.07110856750823126,158,0.15592922769844308,False,model leads obs by 5 d,strict3x3,pn,SW,2
-4,-0.020361742340994332,153,0.15845660835707087,False,model leads obs by 4 d,strict3x3,pn,SW,2
-3,0.03069282321909596,152,0.1589769927081473,False,model leads obs by 3 d,strict3x3,pn,SW,2
-2,-0.05772759727061149,122,0.17745006224333632,False,model leads obs by 2 d,strict3x3,pn,SW,2
-1,-0.03711010571972984,149,0.16056945642173193,False,model leads obs by 1 d,strict3x3,pn,SW,2
0,-0.04435339708321686,157,0.15642502935565394,False,zero lag,strict3x3,pn,SW,2
1,0.0520474297380802,153,0.15845660835707087,False,model lags obs by 1 d,strict3x3,pn,SW,2
2,-0.0330119919355836,159,0.15543811080075626,False,model lags obs by 2 d,strict3x3,pn,SW,2
3,0.06442712131578136,155,0.15743098846488976,False,model lags obs by 3 d,strict3x3,pn,SW,2
4,-0.06722735484519425,152,0.1589769927081473,False,model lags obs by 4 d,strict3x3,pn,SW,2
5,-0.17739201096003385,129,0.17256837763982227,True,model lags obs by 5 d,strict3x3,pn,SW,2
6,0.04419887891376172,149,0.16056945642173193,False,model lags obs by 6 d,strict3x3,pn,SW,2
7,-0.014458102422565846,157,0.15642502935565394,False,model lags obs by 7 d,strict3x3,pn,SW,2
8,-0.22176776782211144,153,0.15845660835707087,True,model lags obs by 8 d,strict3x3,pn,SW,2
9,-0.008631534913945822,161,0.15446963962286372,False,model lags obs by 9 d,strict3x3,pn,SW,2
10,-0.19995762332217873,156,0.15692559072898538,True,model lags obs by 10 d,strict3x3,pn,SW,2
11,-0.039610087830465004,151,0.15950253791914726,False,model lags obs by 11 d,strict3x3,pn,SW,2
12,-0.38984211372676125,124,0.1760131959862394,True,model lags obs by 12 d,strict3x3,pn,SW,2
13,-0.20882821369556742,153,0.15845660835707087,True,model lags obs by 13 d,strict3x3,pn,SW,2
14,-0.3151007674086207,156,0.15692559072898538,True,model lags obs by 14 d,strict3x3,pn,SW,2
15,-0.11112840886060585,161,0.15446963962286372,False,model lags obs by 15 d,strict3x3,pn,SW,2
16,-0.18370262004331706,157,0.15642502935565394,True,model lags obs by 16 d,strict3x3,pn,SW,2
17,-0.0723428422367365,155,0.15743098846488976,False,model lags obs by 17 d,strict3x3,pn,SW,2
18,-0.09249163263696791,152,0.1589769927081473,False,model lags obs by 18 d,strict3x3,pn,SW,2
19,-0.05208860377243441,130,0.17190337178417772,False,model lags obs by 19 d,strict3x3,pn,SW,2
20,-0.14992005270726086,153,0.15845660835707087,False,model lags obs by 20 d,strict3x3,pn,SW,2
21,-0.2369474737171621,154,0.15794130094897454,True,model lags obs by 21 d,strict3x3,pn,SW,2
22,-0.05353621762218779,159,0.15543811080075626,False,model lags obs by 22 d,strict3x3,pn,SW,2
23,-0.07383803273291144,159,0.15543811080075626,False,model lags obs by 23 d,strict3x3,pn,SW,2
24,-0.03331851898559598,157,0.15642502935565394,False,model lags obs by 24 d,strict3x3,pn,SW,2
25,-0.23942232097389735,154,0.15794130094897454,True,model lags obs by 25 d,strict3x3,pn,SW,2
26,-0.3116759885772661,128,0.17324116139070414,True,model lags obs by 26 d,strict3x3,pn,SW,2
27,-0.07238514681894044,150,0.1600333298618343,False,model lags obs by 27 d,strict3x3,pn,SW,2
28,0.023721894743942838,158,0.15592922769844308,False,model lags obs by 28 d,strict3x3,pn,SW,2
29,-0.000733679031155881,160,0.1549516053482506,False,model lags obs by 29 d,strict3x3,pn,SW,2
30,0.004856862113582049,158,0.15592922769844308,False,model lags obs by 30 d,strict3x3,pn,SW,2
-30,-0.01779991725833435,152,0.1589769927081473,False,model leads obs by 30 d,strict3x3,pn,SW,3
-29,-0.020468892533676373,120,0.17892270211835426,False,model leads obs by 29 d,strict3x3,pn,SW,3
-28,-0.07043115369845673,148,0.16111100755925015,False,model leads obs by 28 d,strict3x3,pn,SW,3
-27,-0.1244828896354826,152,0.1589769927081473,False,model leads obs by 27 d,strict3x3,pn,SW,3
-26,-0.14621769562756654,150,0.1600333298618343,False,model leads obs by 26 d,strict3x3,pn,SW,3
-25,-0.17855238928134126,151,0.15950253791914726,True,model leads obs by 25 d,strict3x3,pn,SW,3
-24,-0.006883240999101131,150,0.1600333298618343,False,model leads obs by 24 d,strict3x3,pn,SW,3
-23,-0.08796918951398919,150,0.1600333298618343,False,model leads obs by 23 d,strict3x3,pn,SW,3
-22,-0.20298458340805672,124,0.1760131959862394,True,model leads obs by 22 d,strict3x3,pn,SW,3
-21,-0.3530607985006724,150,0.1600333298618343,True,model leads obs by 21 d,strict3x3,pn,SW,3
-20,-0.38025177342484795,153,0.15845660835707087,True,model leads obs by 20 d,strict3x3,pn,SW,3
-19,-0.4149408859027147,147,0.1616580753730952,True,model leads obs by 19 d,strict3x3,pn,SW,3
-18,-0.11613205307743875,158,0.15592922769844308,False,model leads obs by 18 d,strict3x3,pn,SW,3
-17,-0.12125672859833748,151,0.15950253791914726,False,model leads obs by 17 d,strict3x3,pn,SW,3
-16,-0.25908816512966176,149,0.16056945642173193,True,model leads obs by 16 d,strict3x3,pn,SW,3
-15,-0.1389600889863713,126,0.1746106780494506,False,model leads obs by 15 d,strict3x3,pn,SW,3
-14,-0.19444393736104712,145,0.16276914051333033,True,model leads obs by 14 d,strict3x3,pn,SW,3
-13,-0.19686213642599956,154,0.15794130094897454,True,model leads obs by 13 d,strict3x3,pn,SW,3
-12,-0.16631549860469574,151,0.15950253791914726,True,model leads obs by 12 d,strict3x3,pn,SW,3
-11,6.6567453405227e-05,159,0.15543811080075626,False,model leads obs by 11 d,strict3x3,pn,SW,3
-10,-0.16415668477480302,154,0.15794130094897454,True,model leads obs by 10 d,strict3x3,pn,SW,3
-9,-0.2929499565430098,148,0.16111100755925015,True,model leads obs by 9 d,strict3x3,pn,SW,3
-8,0.008693910100942845,124,0.1760131959862394,False,model leads obs by 8 d,strict3x3,pn,SW,3
-7,-0.12266912296180209,147,0.1616580753730952,False,model leads obs by 7 d,strict3x3,pn,SW,3
-6,-0.03185778657957782,160,0.1549516053482506,False,model leads obs by 6 d,strict3x3,pn,SW,3
-5,-0.00331100758390266,154,0.15794130094897454,False,model leads obs by 5 d,strict3x3,pn,SW,3
-4,-0.057433687034960705,158,0.15592922769844308,False,model leads obs by 4 d,strict3x3,pn,SW,3
-3,0.022681982518143205,153,0.15845660835707087,False,model leads obs by 3 d,strict3x3,pn,SW,3
-2,0.03333960577458092,152,0.1589769927081473,False,model leads obs by 2 d,strict3x3,pn,SW,3
-1,-0.04125390328331687,122,0.17745006224333632,False,model leads obs by 1 d,strict3x3,pn,SW,3
0,-0.08296601422911067,149,0.16056945642173193,False,zero lag,strict3x3,pn,SW,3
1,-0.06080706658209582,157,0.15642502935565394,False,model lags obs by 1 d,strict3x3,pn,SW,3
2,0.042295003724090126,153,0.15845660835707087,False,model lags obs by 2 d,strict3x3,pn,SW,3
3,-0.03331679349933139,159,0.15543811080075626,False,model lags obs by 3 d,strict3x3,pn,SW,3
4,0.07755759218699776,155,0.15743098846488976,False,model lags obs by 4 d,strict3x3,pn,SW,3
5,-0.0637874336066585,152,0.1589769927081473,False,model lags obs by 5 d,strict3x3,pn,SW,3
6,-0.18205387775705678,129,0.17256837763982227,True,model lags obs by 6 d,strict3x3,pn,SW,3
7,0.005351448419298115,149,0.16056945642173193,False,model lags obs by 7 d,strict3x3,pn,SW,3
8,-0.04443359786251114,157,0.15642502935565394,False,model lags obs by 8 d,strict3x3,pn,SW,3
9,-0.21015207504743394,153,0.15845660835707087,True,model lags obs by 9 d,strict3x3,pn,SW,3
10,-0.014414488696041113,161,0.15446963962286372,False,model lags obs by 10 d,strict3x3,pn,SW,3
11,-0.27593279586777875,156,0.15692559072898538,True,model lags obs by 11 d,strict3x3,pn,SW,3
12,-0.04372665411004276,151,0.15950253791914726,False,model lags obs by 12 d,strict3x3,pn,SW,3
13,-0.3683681972629082,124,0.1760131959862394,True,model lags obs by 13 d,strict3x3,pn,SW,3
14,-0.20864533897566928,153,0.15845660835707087,True,model lags obs by 14 d,strict3x3,pn,SW,3
15,-0.25654222018902334,156,0.15692559072898538,True,model lags obs by 15 d,strict3x3,pn,SW,3
16,-0.11528294629196967,161,0.15446963962286372,False,model lags obs by 16 d,strict3x3,pn,SW,3
